step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,11.609707567375153,0,0.0,0.854015911035446,0,0.0
20.0,0,0.0,0.0,13.221837715183366,0,0.0,0.9705127802917743,0,0.0
25.0,0,0.0,0.0,13.479204387458022,0,0.0,0.9898984163809882,0,0.0
30.0,0,0.0,0.0,12.885603122022301,0,0.0,0.9244707990739083,0,0.0
35.0,0,0.0,0.0,13.097132124919732,0,0.0,0.9210096062497,0,0.0
40.0,0,0.0,0.0,13.813385738911299,0,0.0,0.9761842036858688,0,0.0
45.0,0,0.0,0.0,13.611131866536743,0,0.0,0.9650673328318505,0,0.0
50.0,0,0.0,0.0,13.845963457765892,0,0.0,0.9821283878754136,0,0.0
55.0,0,0.0,0.0,13.199667096128488,0,0.0,0.9293155551430725,0,0.0
60.0,0,0.0,0.0,13.205284759708984,0,0.0,0.9011940671898019,0,0.0
65.0,0,0.0,0.0,13.595897221277879,0,0.0,0.9675304422633232,0,0.0
70.0,0,0.0,0.0,13.845100200741852,0,0.0,0.9822501129121697,0,0.0
75.0,1,1.0,0.07142857142857142,12.766774082215733,1,1.0,0.8825092067892762,1,1.0
80.0,1,6.0,0.42857142857142855,13.126289900316936,1,6.0,0.8989327123612895,1,6.0
85.0,1,11.0,0.6875,12.07751279802526,1,11.0,0.8399128711023874,1,11.0
90.0,2,20.0,1.25,12.038572472686063,2,20.0,0.8392723322973443,2,20.0
95.0,2,30.0,1.5,11.790112348256319,2,30.0,0.819581635531736,2,30.0
100.0,3,41.0,1.7083333333333333,11.014080327572223,3,41.0,0.7649612047285865,3,41.0
105.0,4,60.0,2.2222222222222223,10.968693591222152,4,60.0,0.7752598467716386,4,60.0
110.0,5,81.0,2.793103448275862,10.609912846055364,5,81.0,0.7546417211295597,5,81.0
115.0,6,110.0,3.793103448275862,10.657549323186906,6,110.0,0.7461244195325644,6,110.0
120.0,6,140.0,4.827586206896552,10.181794321203109,6,140.0,0.7195807970744525,6,140.0
125.0,7,175.0,5.303030303030303,10.36648747579305,7,175.0,0.7343724252024525,7,175.0
130.0,8,213.0,6.264705882352941,10.127255712295186,8,213.0,0.7182918646100368,8,213.0
135.0,8,253.0,7.027777777777778,10.073606929321365,8,253.0,0.736182804410758,8,253.0
140.0,8,293.0,7.512820512820513,10.309069959961684,8,293.0,0.7279438961284148,8,293.0
145.0,7,315.0,7.682926829268292,10.598755585286701,7,332.0,0.7439099621619863,7,332.0
150.0,9,355.0,7.888888888888889,9.906050876058048,9,355.0,0.7071564994506742,9,355.0
155.0,10,399.0,9.068181818181818,8.971034650324986,10,407.0,0.6467882314196881,10,407.0
160.0,15,460.0,9.2,8.483714709851961,15,460.0,0.6024669825056013,15,460.0
165.0,16,539.0,9.981481481481481,8.774000998739647,16,539.0,0.6072844177141359,16,539.0
170.0,18,626.0,10.982456140350877,8.943258172853415,18,626.0,0.6139641515571747,18,626.0
175.0,19,718.0,11.580645161290322,9.103139006190514,19,718.0,0.6156560216556668,19,718.0
180.0,20,814.0,11.970588235294118,9.079602533704882,20,814.0,0.6179898158536271,20,814.0
185.0,22,919.0,12.943661971830986,9.03696584038575,22,919.0,0.6124372454584173,22,919.0
190.0,23,1030.0,13.205128205128204,9.208947422516196,23,1030.0,0.6236271753129179,23,1030.0
195.0,25,1150.0,13.855421686746988,9.215667157093383,25,1150.0,0.6152275210000072,25,1150.0
200.0,26,1277.0,15.023529411764706,9.25529746522661,26,1277.0,0.6185992308809785,26,1277.0
205.0,26,1407.0,16.36046511627907,9.216314914042364,26,1407.0,0.6158828372936077,26,1407.0
210.0,27,1542.0,17.724137931034484,9.102056561439852,27,1542.0,0.6036844235257207,27,1542.0
215.0,29,1681.0,18.0752688172043,8.922149712661195,29,1681.0,0.5908231266566415,29,1681.0
220.0,30,1829.0,18.474747474747474,9.150833308932068,30,1829.0,0.6138649167166748,30,1829.0
225.0,31,1982.0,19.431372549019606,9.078559139991343,31,1982.0,0.5951699299785245,31,1982.0
230.0,33,2144.0,19.85185185185185,9.036091919299745,33,2144.0,0.5847063060635612,33,2144.0
235.0,33,2309.0,20.078260869565216,9.254898361731321,33,2309.0,0.5993454837449635,33,2309.0
240.0,34,2476.0,20.983050847457626,9.20342419570606,34,2476.0,0.5887293813013962,34,2476.0
245.0,37,2654.0,22.116666666666667,8.966262226713274,37,2654.0,0.5479055661610621,37,2654.0
250.0,39,2847.0,22.595238095238095,9.049698930067425,39,2847.0,0.5556037399941496,39,2847.0
255.0,39,3042.0,23.58139534883721,9.242244559912741,39,3042.0,0.5669540902640798,39,3042.0
260.0,40,3241.0,24.186567164179106,9.361196682430156,40,3241.0,0.5800980448723105,40,3241.0
265.0,41,3444.0,25.511111111111113,9.138445080135039,41,3444.0,0.5694476492782361,41,3444.0
270.0,45,3660.0,26.52173913043478,8.974824280448331,45,3660.0,0.5512509385713906,45,3660.0
275.0,46,3890.0,27.01388888888889,8.95813878405784,46,3890.0,0.5551485273038803,46,3890.0
280.0,48,4126.0,28.068027210884352,8.509738424927846,48,4126.0,0.5060964792173553,48,4126.0
285.0,55,4391.0,28.69934640522876,8.484518991302094,55,4391.0,0.5114388813240082,55,4391.0
