step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,12.027730624889955,0,0.0,0.8438317160586133,0,0.0
20.0,0,0.0,0.0,14.24295823953747,0,0.0,0.9982762873325239,0,0.0
25.0,0,0.0,0.0,13.913729734394506,0,0.0,0.9752378240377744,0,0.0
30.0,0,0.0,0.0,13.415156812501323,0,0.0,0.9718021913465846,0,0.0
35.0,0,0.0,0.0,13.109275131848038,0,0.0,0.9619177377026452,0,0.0
40.0,0,0.0,0.0,13.181067862248227,0,0.0,0.9765980008208895,0,0.0
45.0,0,0.0,0.0,12.885873464405313,0,0.0,0.9778407522928473,0,0.0
50.0,0,0.0,0.0,12.915563237992666,0,0.0,0.980255466274684,0,0.0
55.0,0,0.0,0.0,12.619401360529888,0,0.0,0.9439435852776297,0,0.0
60.0,0,0.0,0.0,12.90203217245822,0,0.0,0.9636432071259797,0,0.0
65.0,0,0.0,0.0,12.855532746091905,0,0.0,0.94643049183892,0,0.0
70.0,1,3.0,0.25,12.219741232804715,1,3.0,0.892575704409477,1,3.0
75.0,1,8.0,0.5714285714285714,12.232449262054972,1,8.0,0.8952778454938835,1,8.0
80.0,1,13.0,0.9285714285714286,12.466250590191402,1,13.0,0.9109549382100286,1,13.0
85.0,1,18.0,1.125,12.179536263066677,1,18.0,0.8962286037092747,1,18.0
90.0,1,23.0,1.4375,12.336552007860167,1,23.0,0.9046200073530867,1,23.0
95.0,2,29.0,1.45,11.406155866225829,2,29.0,0.8099779800546019,2,29.0
100.0,2,39.0,1.625,11.703536924006796,2,39.0,0.8385758752672002,2,39.0
105.0,2,49.0,1.8148148148148149,11.981647475592819,2,49.0,0.8636064126406667,2,49.0
110.0,3,60.0,2.0689655172413794,11.098120609345354,3,60.0,0.8024509089627194,3,60.0
115.0,5,81.0,2.793103448275862,10.772049588194651,5,81.0,0.7766256481224932,5,81.0
120.0,6,108.0,3.6,10.67229737051689,6,108.0,0.7447243616348154,6,108.0
125.0,6,138.0,4.181818181818182,10.67089798397835,6,138.0,0.7435623614604175,6,138.0
130.0,7,172.0,5.0588235294117645,10.489660048772155,7,172.0,0.716592841872077,7,172.0
135.0,8,210.0,5.675675675675675,10.616397365678777,8,210.0,0.7357124687579121,8,210.0
140.0,9,251.0,6.275,10.352847884692546,9,251.0,0.7128620605717547,9,251.0
145.0,9,296.0,7.0476190476190474,10.543811941123627,9,296.0,0.7237698093496991,9,296.0
150.0,10,342.0,7.6,9.857659461565772,10,342.0,0.6543299619990527,10,342.0
155.0,13,402.0,8.933333333333334,9.477541309447744,13,402.0,0.6397888051733176,13,402.0
160.0,18,477.0,9.352941176470589,8.548967472563163,18,477.0,0.5604109531098741,18,477.0
165.0,18,567.0,10.5,8.870438988220352,18,567.0,0.5925751732315484,18,567.0
170.0,19,658.0,11.543859649122806,8.915304884811528,19,658.0,0.6013883691642652,19,658.0
175.0,20,754.0,12.566666666666666,8.843933388819062,20,754.0,0.5958260045681799,20,754.0
180.0,21,857.0,12.791044776119403,8.96805385718689,21,857.0,0.6165056909703374,21,857.0
185.0,22,967.0,13.814285714285715,9.082108465915107,22,967.0,0.6236098906708138,22,967.0
190.0,22,1077.0,13.987012987012987,9.026918700337477,22,1077.0,0.6143872989836406,22,1077.0
195.0,25,1196.0,14.765432098765432,8.975518399297073,25,1196.0,0.5992853178488217,25,1196.0
200.0,27,1328.0,15.80952380952381,8.957428996731606,27,1328.0,0.5973975582042486,27,1328.0
205.0,28,1468.0,17.476190476190474,8.908803977006224,28,1468.0,0.5959814611376575,28,1468.0
210.0,29,1611.0,18.517241379310345,8.945436446763477,29,1611.0,0.5947509164947065,29,1611.0
215.0,30,1616.0,17.376344086021504,8.394297725403344,30,1759.0,0.5548734562773645,30,1759.0
220.0,35,1779.0,17.96969696969697,8.369209299708062,35,1779.0,0.572420878129447,35,1779.0
225.0,38,1960.0,19.02912621359223,8.257559832826903,38,1960.0,0.5592547760677786,38,1960.0
230.0,39,2153.0,19.75229357798165,8.214233040153065,39,2153.0,0.545726315106643,39,2153.0
235.0,41,2355.0,20.657894736842106,8.269505475078452,41,2355.0,0.5558402434357916,41,2355.0
240.0,45,2573.0,21.6218487394958,7.835503203376609,45,2573.0,0.521448470006777,45,2573.0
245.0,45,2659.0,22.158333333333335,7.054575417092421,45,2816.0,0.47269222029045715,45,2816.0
250.0,34,2665.0,21.150793650793652,7.211666203698435,34,2772.0,0.5050176711127065,34,2772.0
255.0,36,2840.0,22.53968253968254,7.885928054129138,36,2878.0,0.5517808256078826,36,2878.0
260.0,41,3026.0,22.75187969924812,8.372750103032557,41,3057.0,0.550932716224466,41,3057.0
265.0,48,3255.0,23.759124087591243,8.367064459956028,48,3278.0,0.5265618659240505,48,3278.0
270.0,54,3512.0,24.907801418439718,7.920146890307559,54,3535.0,0.4821214737587914,54,3535.0
275.0,61,3802.0,25.516778523489933,7.510341851328739,61,3825.0,0.449506481133499,61,3825.0
280.0,65,4124.0,27.311258278145694,7.357242741530616,65,4147.0,0.4443860475763226,65,4147.0
285.0,65,4310.0,27.27848101265823,7.237539265046275,65,4481.0,0.4458425233209309,65,4481.0
