step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,11.84230804728577,0,0.0,0.8578401353379633,0,0.0
20.0,0,0.0,0.0,13.580162935044116,0,0.0,0.9776933707522462,0,0.0
25.0,0,0.0,0.0,13.689979660584557,0,0.0,0.9858016439256521,0,0.0
30.0,0,0.0,0.0,13.131346287844678,0,0.0,0.913253237017214,0,0.0
35.0,0,0.0,0.0,13.529026586906108,0,0.0,0.9517502568732572,0,0.0
40.0,0,0.0,0.0,13.776190135334115,0,0.0,0.9717318854344841,0,0.0
45.0,0,0.0,0.0,13.618971732472867,0,0.0,0.9580820854972721,0,0.0
50.0,0,0.0,0.0,13.968947494015163,0,0.0,0.9824201159116996,0,0.0
55.0,0,0.0,0.0,12.948587020578561,0,0.0,0.9621048392588477,0,0.0
60.0,0,0.0,0.0,12.912341835546783,0,0.0,0.9716609369239286,0,0.0
65.0,0,0.0,0.0,12.870801371331007,0,0.0,0.9678733894715762,0,0.0
70.0,0,0.0,0.0,13.008800118035358,0,0.0,0.9789234026400806,0,0.0
75.0,0,0.0,0.0,12.310336607056582,0,0.0,0.9100268185329836,0,0.0
80.0,1,3.0,0.21428571428571427,11.290863526749176,1,4.0,0.8353260852608672,1,4.0
85.0,1,8.0,0.5,11.407838409400096,1,8.0,0.8824064803113464,1,8.0
90.0,0,0.0,0.0,11.637114621971172,0,12.0,0.8821409423978084,0,12.0
95.0,1,2.0,0.1,11.416712559723308,1,2.0,0.8518945870535938,1,2.0
100.0,1,7.0,0.2916666666666667,12.168403709378348,1,7.0,0.8687065888223129,1,7.0
105.0,1,12.0,0.4444444444444444,12.920985977508028,1,12.0,0.9228052665801999,1,12.0
110.0,1,17.0,0.5862068965517241,12.94358048117401,1,17.0,0.9227635530359731,1,17.0
115.0,1,22.0,0.7857142857142857,12.979596047457685,1,22.0,0.9332999198937316,1,22.0
120.0,1,27.0,0.9310344827586207,12.083479445071479,1,28.0,0.8504375028635939,1,28.0
125.0,4,42.0,1.2727272727272727,10.741728186246377,4,42.0,0.7530384920011935,4,42.0
130.0,7,74.0,2.176470588235294,10.245820890356374,7,75.0,0.7057938783566544,7,75.0
135.0,7,109.0,2.945945945945946,10.484507092869215,7,109.0,0.7351336188436073,7,109.0
140.0,5,66.0,1.6923076923076923,10.282830602453272,5,145.0,0.7271564122427716,5,145.0
145.0,5,72.0,1.7560975609756098,10.517300678648622,5,72.0,0.7976253505373682,5,72.0
150.0,6,88.0,1.9555555555555555,10.021635314567686,6,101.0,0.7176440220544893,6,101.0
155.0,10,133.0,3.022727272727273,9.62030175318116,10,133.0,0.6760288085651077,10,133.0
160.0,10,171.0,3.489795918367347,9.021536501264649,10,189.0,0.6126611983389517,10,189.0
165.0,13,227.0,4.283018867924528,9.1276732549203,13,227.0,0.6650590642365992,13,227.0
170.0,13,292.0,5.214285714285714,9.615862115536315,13,292.0,0.6680704172612548,13,292.0
175.0,12,334.0,5.475409836065574,10.21881462952621,12,356.0,0.7059847692121086,12,356.0
180.0,12,394.0,5.96969696969697,10.520550402881167,12,394.0,0.7364151796609124,12,394.0
185.0,12,454.0,6.485714285714286,10.11010361425312,12,454.0,0.6931215136446046,12,454.0
190.0,20,540.0,7.105263157894737,9.616102231217099,20,540.0,0.6521702316407068,20,540.0
195.0,17,616.0,7.7,9.774386410835334,17,637.0,0.6686575339946097,17,637.0
200.0,18,705.0,8.493975903614459,9.662847112620902,18,705.0,0.6697082026940506,18,705.0
205.0,15,440.0,5.365853658536586,9.670567725800769,15,801.0,0.6627363404987229,15,801.0
210.0,3,53.0,0.6309523809523809,9.840595176359887,3,204.0,0.7455349546985932,3,204.0
215.0,10,71.0,0.797752808988764,10.142955922929243,10,239.0,0.7219651757421366,10,239.0
220.0,13,121.0,1.2474226804123711,10.678604966200277,13,279.0,0.7501917674342091,13,279.0
225.0,14,185.0,1.85,10.786861548377534,14,353.0,0.7301341509482215,14,353.0
230.0,19,261.0,2.533980582524272,10.291311483041879,19,419.0,0.692917608127296,19,419.0
235.0,19,324.0,2.9724770642201834,9.972032220933936,19,500.0,0.6573066370838402,19,500.0
240.0,14,368.0,3.2280701754385963,10.313767093508792,14,528.0,0.7272464568461492,14,528.0
245.0,14,438.0,3.7435897435897436,10.65888689044524,14,589.0,0.7510836024799719,14,589.0
250.0,14,323.0,2.6048387096774195,10.228822260849624,14,666.0,0.6618109629702885,14,666.0
255.0,12,180.0,1.44,10.579748789395419,12,312.0,0.7364780367263442,12,312.0
260.0,16,248.0,1.8931297709923665,10.734771943551022,16,386.0,0.7248736877786479,16,386.0
265.0,19,341.0,2.5833333333333335,10.79933042778732,19,473.0,0.7111059250409727,19,473.0
270.0,17,393.0,2.954887218045113,10.584043446248822,17,515.0,0.680430979389877,17,515.0
275.0,20,461.0,3.4402985074626864,10.421634994093447,20,465.0,0.7066559405836583,20,465.0
280.0,24,573.0,4.2444444444444445,10.244050691268278,24,577.0,0.6757278176900973,24,577.0
285.0,28,708.0,5.0212765957446805,9.907844614264532,28,712.0,0.6228815657694213,28,712.0
290.0,33,750.0,5.208333333333333,9.843674616661875,33,879.0,0.6125924397170615,33,879.0
