step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,12.010287205688655,0,0.0,0.901133908383553,0,0.0
20.0,0,0.0,0.0,13.194415832287644,0,0.0,0.9815849738538435,0,0.0
25.0,0,0.0,0.0,13.043219493760274,0,0.0,0.9706991098793367,0,0.0
30.0,0,0.0,0.0,12.87551690378072,0,0.0,0.9462399716221777,0,0.0
35.0,0,0.0,0.0,12.946862710783304,0,0.0,0.9389980547756309,0,0.0
40.0,0,0.0,0.0,13.390949228394074,0,0.0,0.9659527448578787,0,0.0
45.0,0,0.0,0.0,13.425945526416841,0,0.0,0.9571008304446988,0,0.0
50.0,0,0.0,0.0,13.859601338298559,0,0.0,0.9866802609630891,0,0.0
55.0,0,0.0,0.0,13.26491830864807,0,0.0,0.9406692912227508,0,0.0
60.0,0,0.0,0.0,13.248477823086546,0,0.0,0.9495988161682624,0,0.0
65.0,0,0.0,0.0,12.603144622174268,0,0.0,0.9104516225364759,0,0.0
70.0,1,4.0,0.3333333333333333,12.406232801781085,1,4.0,0.8981341724166421,1,4.0
75.0,1,9.0,0.6428571428571429,12.482054905362938,1,9.0,0.9135127711247238,1,9.0
80.0,1,14.0,1.0,11.613886122575012,1,14.0,0.8412835080344662,1,14.0
85.0,3,25.0,1.5625,10.525124765084174,3,25.0,0.7640204689894088,3,25.0
90.0,4,41.0,2.5625,9.9811342549046,4,41.0,0.7271671389222515,4,41.0
95.0,5,63.0,3.15,8.828862168105449,5,63.0,0.6579147630471881,5,63.0
100.0,6,92.0,3.8333333333333335,9.50290778792251,6,92.0,0.7056402624802076,6,92.0
105.0,6,122.0,4.518518518518518,9.656290861438894,6,122.0,0.7194552495504053,6,122.0
110.0,7,156.0,5.379310344827586,9.420637457584819,7,156.0,0.708643083998938,7,156.0
115.0,8,195.0,6.724137931034483,8.75563758532136,8,195.0,0.6602962900591178,8,195.0
120.0,11,244.0,8.133333333333333,8.200818999403898,11,244.0,0.6186300297524086,11,244.0
125.0,12,301.0,8.852941176470589,8.350976489507607,12,301.0,0.6252297884584612,12,301.0
130.0,12,361.0,10.314285714285715,8.548062967492449,12,361.0,0.6369644462899794,12,361.0
135.0,13,423.0,11.131578947368421,8.284576262400838,13,423.0,0.6146367156002535,13,423.0
140.0,14,493.0,12.024390243902438,8.421736374699119,14,493.0,0.6273862281190272,14,493.0
145.0,14,563.0,13.093023255813954,8.623936471097066,14,563.0,0.6414388946729501,14,563.0
150.0,15,634.0,13.48936170212766,7.753422925817886,15,634.0,0.5790220198631602,15,634.0
155.0,19,725.0,15.104166666666666,7.591866074220366,19,725.0,0.5656651457337488,19,725.0
160.0,21,823.0,15.24074074074074,7.088775366218713,21,823.0,0.5220825570586005,21,823.0
165.0,24,941.0,16.224137931034484,7.422087917551613,24,941.0,0.5433243648397476,24,941.0
170.0,26,1064.0,17.442622950819672,7.434943248077396,26,1064.0,0.5340784775396258,26,1064.0
175.0,28,1196.0,18.12121212121212,7.413824639996443,28,1196.0,0.5353369388870904,28,1196.0
180.0,29,1339.0,18.59722222222222,7.508190541511384,29,1339.0,0.53679973655302,29,1339.0
185.0,32,1493.0,19.906666666666666,7.468817905855382,32,1493.0,0.528035322470109,32,1493.0
190.0,34,1659.0,20.23170731707317,7.583917487997216,34,1659.0,0.5302111220183086,34,1659.0
195.0,37,1837.0,21.36046511627907,7.578011773328902,37,1837.0,0.5285485790916034,37,1837.0
200.0,39,2029.0,22.797752808988765,7.609305754928501,39,2029.0,0.5286392534089625,39,2029.0
205.0,42,2231.0,24.788888888888888,7.173705238699644,42,2231.0,0.4995120953102412,42,2231.0
210.0,45,2450.0,26.344086021505376,7.016009211615433,45,2450.0,0.4884795876395266,45,2450.0
215.0,48,2685.0,26.85,6.640595067752188,48,2685.0,0.4574351725977032,48,2685.0
220.0,51,2937.0,27.194444444444443,6.846468035376375,51,2937.0,0.47274433301359287,51,2937.0
225.0,56,3210.0,28.91891891891892,6.369003110136442,56,3210.0,0.4365651966400646,56,3210.0
230.0,60,3503.0,29.94017094017094,6.29014425597522,60,3503.0,0.4269792447939203,60,3503.0
235.0,65,3818.0,30.79032258064516,5.8504706212070285,65,3818.0,0.39874659702519577,65,3818.0
240.0,75,4172.0,32.09230769230769,5.504090184977963,75,4172.0,0.3756311681255812,75,4172.0
245.0,79,4558.0,34.27067669172932,5.300827000274725,79,4558.0,0.3626607869036937,79,4558.0
250.0,81,4963.0,35.70503597122302,5.468194046394565,81,4963.0,0.37329066999746374,81,4963.0
255.0,77,4515.0,31.795774647887324,5.637670120901077,77,5370.0,0.3852670145583185,77,5370.0
260.0,52,3354.0,22.51006711409396,6.3769301854285905,52,4390.0,0.45246718573126865,52,4390.0
265.0,36,3191.0,20.856209150326798,6.906846079373595,36,4098.0,0.477391772656762,36,4098.0
270.0,43,2518.0,16.038216560509554,6.758391080624446,43,4224.0,0.4365496153717987,43,4224.0
275.0,38,659.0,4.042944785276074,7.044590822302132,38,2830.0,0.4573627132686976,38,2830.0
280.0,49,778.0,4.658682634730539,6.936708493293883,49,3004.0,0.42372303409439926,49,3004.0
285.0,44,712.0,4.0685714285714285,6.941747386293586,44,2753.0,0.42038942294255355,44,2753.0
