step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,12.002841186420401,0,0.0,0.9217314096378871,0,0.0
20.0,0,0.0,0.0,13.009282786764125,0,0.0,0.9927016360666858,0,0.0
25.0,0,0.0,0.0,12.976785577907613,0,0.0,0.988218650155795,0,0.0
30.0,0,0.0,0.0,12.075571558392681,0,0.0,0.9817275115102372,0,0.0
35.0,0,0.0,0.0,11.996669129376123,0,0.0,0.9437278818854087,0,0.0
40.0,0,0.0,0.0,12.637925296054211,0,0.0,0.9551008628674935,0,0.0
45.0,0,0.0,0.0,12.899761976505902,0,0.0,0.9498552153394758,0,0.0
50.0,0,0.0,0.0,13.376867365237963,0,0.0,0.982817340201677,0,0.0
55.0,0,0.0,0.0,12.789405016832763,0,0.0,0.9286148928362252,0,0.0
60.0,0,0.0,0.0,12.985814702330561,0,0.0,0.9407638285632178,0,0.0
65.0,0,0.0,0.0,12.836105740191835,0,0.0,0.9156175999995888,0,0.0
70.0,1,3.0,0.25,12.571181420241329,1,3.0,0.8968556462621019,1,3.0
75.0,0,0.0,0.0,12.511079896159142,0,7.0,0.8965318164050988,0,7.0
80.0,1,1.0,0.07142857142857142,12.300874802001827,1,1.0,0.9098269374266768,1,1.0
85.0,0,0.0,0.0,12.274738947627963,0,5.0,0.8831235782924284,0,5.0
90.0,1,1.0,0.0625,12.290018039965155,1,1.0,0.9025904252194614,1,1.0
95.0,1,6.0,0.3157894736842105,12.426886385821945,1,6.0,0.8724096448211857,1,6.0
100.0,1,11.0,0.4583333333333333,12.163953199829995,1,11.0,0.8390453255489462,1,11.0
105.0,2,20.0,0.7407407407407407,12.410114686237774,2,20.0,0.8669543126027806,2,20.0
110.0,2,30.0,1.0344827586206897,12.00426790910215,2,30.0,0.8788387272366248,2,30.0
115.0,3,42.0,1.4482758620689655,10.96432264558302,3,42.0,0.772000697046764,3,42.0
120.0,6,69.0,2.3,10.796855695525133,6,69.0,0.7367157631719788,6,69.0
125.0,6,99.0,2.911764705882353,10.960153060198104,6,99.0,0.7389354362695483,6,99.0
130.0,6,129.0,3.6857142857142855,11.197101728661828,6,129.0,0.7619438759848285,6,129.0
135.0,6,159.0,4.184210526315789,11.452810408491004,6,159.0,0.782580387375352,6,159.0
140.0,4,77.0,1.925,10.567591957622295,4,188.0,0.7135993290980939,4,188.0
145.0,3,39.0,0.9512195121951219,10.8677477976685,3,65.0,0.8089284422692585,3,65.0
150.0,4,47.0,1.0681818181818181,10.874650915112344,4,84.0,0.7734872407951894,4,84.0
155.0,8,79.0,1.7555555555555555,10.719433009480142,8,105.0,0.7383266583723067,8,105.0
160.0,6,92.0,1.84,10.405764176094126,6,146.0,0.6866583067322735,6,146.0
165.0,6,115.0,2.169811320754717,10.950507218364658,6,141.0,0.7965751395010515,6,141.0
170.0,6,145.0,2.6363636363636362,11.521542870216457,6,171.0,0.8161694328787609,6,171.0
175.0,6,175.0,2.9661016949152543,11.591864679599855,6,201.0,0.7863674445075571,6,201.0
180.0,9,214.0,3.34375,11.482890430581552,9,240.0,0.7552268522904815,9,240.0
185.0,10,261.0,3.838235294117647,11.446570087409414,10,287.0,0.7633007397925463,10,287.0
190.0,13,317.0,4.283783783783784,10.720896778357007,13,343.0,0.707147773867098,13,343.0
195.0,16,393.0,4.9125,10.631536816054602,16,419.0,0.7110191021409178,16,419.0
200.0,18,477.0,5.746987951807229,10.482940163951696,18,503.0,0.6994993885744504,18,503.0
205.0,19,482.0,6.025,9.777672965137233,19,595.0,0.6584583987563024,19,595.0
210.0,18,479.0,5.771084337349397,9.585317633721493,18,535.0,0.6533436059527965,18,535.0
215.0,22,583.0,6.625,9.116550392584719,22,640.0,0.6138108547924312,22,640.0
220.0,27,708.0,7.375,9.165098778893173,27,764.0,0.6196708082711359,27,764.0
225.0,31,851.0,8.957894736842105,8.618738493742356,31,907.0,0.5894072052185237,31,907.0
230.0,29,630.0,6.5625,8.036058033673966,29,1069.0,0.567112013105214,29,1069.0
235.0,12,338.0,3.3465346534653464,8.156321175445251,12,531.0,0.6248544522585807,12,531.0
240.0,17,382.0,3.5700934579439254,8.738354067780675,17,600.0,0.6401846957966228,17,600.0
245.0,33,494.0,4.490909090909091,8.297484758482558,33,657.0,0.5780342037413105,33,657.0
250.0,40,665.0,5.732758620689655,8.19900411414509,40,851.0,0.541163564380186,40,851.0
255.0,42,860.0,7.226890756302521,8.189077943602637,42,1023.0,0.540560875159889,42,1023.0
260.0,40,953.0,7.563492063492063,8.296473413271706,40,1238.0,0.5444669376925205,40,1238.0
265.0,19,674.0,5.184615384615385,8.388666277724022,19,974.0,0.5854751511190558,19,974.0
270.0,22,740.0,5.481481481481482,8.49934734313087,22,1066.0,0.5684752868851214,22,1066.0
275.0,42,914.0,6.5285714285714285,8.409824522018718,42,1234.0,0.5439987328276387,42,1234.0
280.0,43,1086.0,7.541666666666667,8.390772065943109,43,1464.0,0.5223874720678717,43,1464.0
285.0,26,1063.0,6.947712418300654,8.398043703792577,26,1277.0,0.5520463385079835,26,1277.0
290.0,34,1198.0,7.582278481012659,8.336693534828749,34,1420.0,0.5335110125567905,34,1420.0
